,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
1980,1963-01-29 22:44:00,"Kansas City, Missouri",Continental Airlines,290,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control.",8,5,3,8,5,3,0
1981,1963-01-30 00:00:00,"Off Patuxent River, Maryland",Military - U.S. Navy,NoData,NoData,Lockheed P-3A Orion,NoData,NoData,Crashed en route into the ocean.,14,0,14,14,0,14,0
1982,1963-02-01 17:15:00,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Nicosia - Ankara,Vickers Viscount 754D / Douglas C-47,OD-ADE/ CBK-28,244/NoData,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late.",17,11,6,17,11,6,87
1983,1963-02-03 12:07:00,"San Francisco, California",Slick Airways,40,NoData,Lockheed 1049H Super Constellation,N9740Z,4851,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",8,5,3,4,2,2,0
1984,1963-02-08 00:00:00,"Syktyvkar ,Russia",Aeroflot,NoData,Training,Antonov An-10A,CCCP-11193,0402104,The plane stalled and crashed.,7,0,7,7,0,7,0
1985,1963-02-12 13:48:00,"Near Miami, Florida",Northwest Orient Airlines,705,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",43,35,8,43,35,8,0
1986,1963-02-28 21:29:00,"Boston, Massachusetts",Eastern Air Lines,NoData,NoData,Douglas DC-7,N842D,454448/944,"With engines idling, a girl ran into the No. 2 propeller despite warnings of ramp personnel. Suicide.",26,21,5,0,0,0,1
1987,1963-03-02 10:02:00,"Near Davao City, Philippines",Philippine Air Lines,984,Cotabato - Davao,Douglas DC-3,PI-C489,16115/32863,"Crashed into Mt. Boca during descent for landing. Limited visibility, crosswinds contributing to navigational error.",27,24,3,27,24,3,0
1988,1963-03-05 19:35:00,"Ashgabat, Turkmenistan",Aeroflot,191,Krasnovodsk - Ashgabat,Ilyushin IL-18V,CCCP-75765,181003404,Crashed 200 m short of the runway threshold in a dust storm.  The plane broke apart and caught fire. Crew error. Attempted to land below weather minimums.,54,43,11,12,4,8,0
1989,1963-03-05 18:20:00,"Camden, Tennesee",Private,-,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,N7000P,24-2144,"The plane took off from Dyersburg and flew into a storm. The pilot, Randy Hughes, was not instrument rated, lost control and crashed. The plane was at full throttle in a 45 degree downward attitude when it struck the ground. Singer, Patsy Cline, 30, killed. Also killed were Hawkshaw Hawkins, 39,, Cowboy Copas, 49, and Cline's manager, Randy Hughes, 35. Cline’s friend, Dottie West, offered a ride to Cline. They were to travel  from Kansas City, Kansas, to Nashville. West tried to persuade Cline to ride in the car, believing it was safer. Cline was eager to return home to her children and wanted to take her flight. She refused to ride with West. Cline allegedly told West she was ready if it was her time to leave. Noninstrument pilot attempted visual flight in adverse weather conditions, resulting in a loss of control. Judgment of the pilot in initiating flight in the existing weather conditions.",4,3,1,4,3,1,0
1990,1963-03-15 13:55:00,"Near Tacora, Volcano, Peru",Lloyd Aereo Boliviano,915,Arica - La Paz,Douglas DC-6B,CP-707,43547/204,"Struck 14,250 ft. Chachacomani Peak. Flight under VFR in IFR conditions in marginal weather conditions with severe turbulence.",39,36,3,39,36,3,0
1991,1963-03-15 05:40:00,"Near Karai, Iran",Middle East Airlines,NoData,Tehran - Beirut,Avro 685 York C1,OD-ACZ,1218,The cargo plane crashed after experiencing engine trouble.,4,0,4,4,0,4,0
1992,1963-03-20 02:23:00,"Monte Matto, Italy",Saudi Arabian Royal Flight,NoData,Geneva - Nice,de Havilland Comet 4C,SA-R-7,06461,Crashed into a mountain during approach. Cause unknown.,18,9,9,18,9,9,0
1993,1963-03-23 11:00:00,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,NoData,NoData,H-21B,NoData,NoData,NoData,10,0,10,10,0,10,0
1994,1963-03-30 00:00:00,"Near Sora, Italy",Itavia,703,Pescara - Rome,Douglas DC-3,I-TAVI,16477/33225,"Crashed into Monte Vale Rotonote, 53 miles southeast of Rome, where the plane was scheduled to land.  Navigation error. Descending too low in order to maintain visual contact with the ground. Poor weather conditions. Failure to notify ATC of the changes made during the flight.",11,8,3,11,8,3,0
1995,1963-04-04 04:30:00,"Tatarstan, Russia",Operator,25,Moscow - :	Krasnoyarsk,Ilyushin IL-18,CCCP-75866,183005901,"Crashed in a snow covered field whille en route. The pitch control mechanism of the No. 4 prop failed, creating a severe drag. As the crew was not able to establish under these conditions which one of the right props had caused the problem both were feathered. The airplane entered a high speed descent from which the crew was unable to recover. Control was regained and the crew pulled up when breaking through the low clouds at 150-200 metres but elevators broke off. Control was lost and the airplane crashed.",67,59,8,67,59,8,0
1996,1963-04-14 12:18:00,"Oslo, Norway",Icelandair,NoData,Copenhagen - Oslo,Vickers Viscount 759D,TF-ISU,149,"Crashed on approach, 6 km west of the runway. Possible icing of the stabilizer.",12,7,5,12,7,5,0
1997,1963-05-03 00:00:00,"Sao Paulo, Brazil",Cruzeiro,NoData,Sao Paulo - Rio de Janeiro,Convair CV-340-59,PP-CDW,159,"The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure.",50,45,5,37,33,4,0
1998,1963-05-03 13:27:00,"Near Buca, Cameroon",Air Afrique,NoData,Douala - Lagos,Douglas DC-6B,F-BIAO,45479/996,"The aircraft flew into a mountain at 6,500 ft. Navigation error. Crew choose to fly a prohibited route at too low an altitude.",55,48,7,55,48,7,0
1999,1963-05-12 00:00:00,"Near Ayayda, Egypt",United Arab Airlines,NoData,Cairo - Alexandria,Douglas DC-3,SU-AJX,NoData,Crashed into an orange grove while en route.,34,30,4,34,30,4,0
2000,1963-06-03 10:16:00,"Pacific Ocean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,293,McChord AFB - Elmendorf AFB,Douglas DC-7CF,N290,45209/861,"The aircraft was being flown under contract to the military. While en route, the aircraft crashed into the sea.  The last known message was a request to ascend from 14,000 ft. to 18,000 ft. The last known position was 54 degrees 14 minutes N, 134 degrees 41 minutes W. Unable to determine the probable cause due to lack of evidence.",101,95,6,101,95,6,0
2001,1963-06-03 04:25:00,"Pathankot, India",Indian Airlines,NoData,Amritsar - Srinagar,Douglas C-47,VT-AUL,20265,"Cashed 25 miles from Amritsar. Structural failure of the aircraft in the air, following overstressing, as a result of loss of control. The loss of control was caused by improper rigging of the rudder bungee system.",29,26,3,29,26,3,0
2002,1963-06-10 00:00:00,"Mt. Kaolokung, Burma",Union of Burma Airways,NoData,Rangoon - Putao,Douglas DC-3,XY-ACS,9877,Crashed  into Mt. Kaolokung while attempting to land.,20,15,5,20,15,5,0
2003,1963-06-16 00:00:00,"Near Aysen, Chile",Military - Chilean Air Force,NoData,NoData,Douglas C-47A,FAC-953,19461,NoData,20,NoData,NoData,19,NoData,NoData,0
2004,1963-06-16 00:00:00,"Bekkessamson, Hungary",Tarom,NoData,Munchen - Constanta,VEB 14P,YR-ILL,14803072,Crashed between Totkomlos Bekessamson while en route.,31,27,4,31,27,4,0
2005,1963-06-23 12:00:00,"Near Augustdorf, West Germany",Military - Royal Belgian Air Force,NoData,NoData,Fairchild C-119,CP-45,246,The aircraft was accidentally hit in the wing by a phosphorus mortar shell fired by a British Army unit setting the aircraft on fire. Nine paratroopers were able to jump to safety before the plane crashed.,47,42,5,38,33,5,0
2006,1963-07-01 00:00:00,"Passo Fundo, Brazil",Varig,NoData,Carazinbo - Passo Fundo,Douglas DC-3,PP-VBV,15444/26889,Crashed into trees during initial approach in heavy fog. Error in judgment by the pilot in attempting to fly visually in unfavorable weather conditions during twilight.,18,15,3,15,13,2,0
2007,1963-07-02 15:49:00,"Rochester, New York",Mohawk Airlines,112,Rochester - Newark,Martin 404,N449A,14140,The pilot lost control of the aircraft while attempting to take off in a thunderstorm and crashed.  Poor decision by pilot-in-command  to take off during a severe thunderstorm.,43,40,3,7,5,2,0
2008,1963-07-03 09:09:00,"Mt. Ngatamahinerua, New Zealand",New Zealand National Airways,441,Auckland - Whenuapai - Tauranga,Douglas DC-3,ZK-AYZ,15204/26889,"Crashed  while on a descent to Tauranga the aircraft experienced heavy rain, turbulence and extreme downdrafts on the lee side of a mountain. The plane crashed into the Kaimai Range at 2,460 ft., just 300 feet below the nearest summit. Premature descent by the pilot-in-command. Misleading forcast. Lack of DME equipment at the airport.",23,20,3,23,20,3,0
2009,1963-07-13 05:06:00,"Near Irkutsk, Russia",Aeroflot,12,Moscow - Irkutsk,Tupolev TU-104B,CCCP42492,021605,Crashed 2 miles short of the runway during approach. Premature descent.,32,24,8,32,24,8,0
2010,1963-07-15 00:00:00,"Farafangana, Madagascar",Air Madagascar,NoData,NoData,Douglas C-47,5R-MAJ,12813,Crashed while taking off.,12,8,4,6,2,4,0
2011,1963-07-17 00:00:00,"Pak Tha, Laos",Air America,NoData,NoData,Curtiss C-46F,B-148,22510,The cargo plane crashed into a fog shrouded mountain.,6,0,6,6,0,6,0
2012,1963-07-27 01:50:00,"Off Bandra, Maharashtra, India",United Arab Airlines,869,Bangkok - Bombay,de Havilland Comet 4C,SU-ALD,06441,"The aircraft crashed into the Arabian Sea while on a flight from Tokyo, Japan to Egypt while preparing to land in rain and turbulence. The pilot may have lost control while turning into an area of severe turbulence and heavy rain.",63,55,8,63,55,8,0
2013,1963-08-08 00:00:00,"Wemmershoek Mountains, South Africa",Military - South African Air Force,NoData,NoData,Avro Shackleton MR3,1718K,1528,The aircraft suffered extreme air frame icing and crashed inverted into a mountain.,13,11,2,13,11,2,0
2014,1963-08-12 13:19:00,"Lyon, France",Air Inter,2611,Lille - Lyon,Vickers Viscount 708,F-BGNV,039,Struck by lightning while on initial approach in a thunderstorm. The accident resulted from exceptionally bad weather conditions in the area where the aircraft was holding at the request of Lyon Approach. The Board did not rule out the possibility of a flash of lightning dazzling the crew and causing temporary blindness or appreciably incapacitating both crew members.,20,16,4,20,16,4,1
2015,1963-08-14 15:00:00,"Near Great Falls, Montana",American Air  Export & Import Co.,1814,NoData,Curtiss C-46F-1-CU,N67941,22391,"The aircraft lost an engine during takeoff and could not gain sufficient altitude, entered a canyon which forced a landing in a field causing the aircraft to strike a small earth dam. The failure of the captain to effect a proper and timely assessment of a power plant malfunction, followed by improper judgment and technique during a single-engine emergency operation.",2,0,2,1,0,1,0
2016,1963-08-17 00:00:00,"Hachijo-Jima Island, Japan",Fujita Koku Kabushki Kai,NoData,NoData,de Havilland DH-114 Heron,JA6155,14026,Crashed into mountains shortly after taking off from Hachijo. Cause unknown.,19,16,3,19,16,3,0
2017,1963-08-21 12:15:00,"Near Leningrad , Russia",Aeroflot,NoData,Tallinn - Moscow,Tupolev Tu-124,CCCP-45021,2350701,After the landing gear did not retract  after takeoff the flight was diverted to Leningrad because of fog.  After circling for a long time the plane began to lose it's engines because of fuel starvation and a ditch was carried out in River Neva.,52,45,7,0,0,0,0
2018,1963-08-24 10:53:00,"Near Kutaisa, Russia",Aeroflot,663,Kutaisi - 	Sukhumi,Ilyushin Il-14P,CCCP-61617,014 602107,"Shortly after taking off the aircraft crashed in 	a wooded hillside, 32 km northwes of Kutaisa. Crew error. VFR flight into IMC.",32,27,5,32,27,5,0
2019,1963-08-28 12:30:00,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,NoData,NoData,Boeing KC-135A / Boeing KC-135A,61-0319/61-0322,18226/18229,"A mid-air collision occurred approximately 700 miles east of Miami, Florida.",11,0,11,11,0,11,0
2020,1963-09-02 00:00:00,Northeast Laos,NoData,NoData,NoData,NoData,NoData,NoData,Refugee flight.,NoData,NoData,NoData,15,NoData,NoData,NoData
2021,1963-09-04 06:22:00,"Durrenasch, Aargau, Switzerland",Swissair,306,Zurich - Geneva,Sud-Aviation Caravelle III,HG-ICV,147,"Prior to departure from Zurich Airport, the pilot,, without authorization, taxied half way down the runway in order to clear fog. The aircraft then went back to the beginning of the runway and took off only to crash 10 minutes later, 18 miles WSW of Zurich. Braking done during the fog clearing procedure overheated the brakes which led to the wheel flange splitting and a burst tire which damaged a hydraulic line which caused a fire to start which ultimately led to the loss of control of the aircraft. Forty-three people, one fifth the population of the small town of Humilikon died in the accident.",80,74,6,80,74,6,0
2022,1963-09-11 00:00:00,"Perpignan, France",Air Nautic,NoData,London - Perpignan,Vickers Viking 1B,F-BJER,216,Crashed into Pic de la Roquette while descending for an approach to Perpignan. Navigational error.,40,36,4,40,36,4,0
2023,1963-09-11 00:00:00,"Near Patti, India",Indian Airlines,NoData,Madras - Nagpur - Delhi.,Vickers Viscount 768D,VT-DIO,192,Went into a steep dive and crashed into a field. Cause unknown.,18,13,5,18,13,5,0
2024,1963-09-22 00:00:00,"Off Dover, Deleware",Military - U.S. Air Force,NoData,"Dover AFB - Lajes, Azores",Douglas C-133A,56-2002,45167,"About 57 minutes after its departure from Dover AFB, the crew informed ground about its position flying at an altitude of 14,000 feet. In unknown circumstances, the airplane went out of control and crashed into the ocean about 1,440 km east of the coast of New Jersey. SAR operations were initiated but eventually suspended a few days later as no trace of the aircraft nor the 10 crew members was found. Due to lack of evidences, the exact cause of the accident could not be determined with certainty.",10,0,10,10,0,10,0
2025,1963-10-04 00:00:00,"Cucuta, Colombia",SEA,NoData,NoData,Curtiss C-46,NoData,NoData,Crashed on takeoff.,NoData,NoData,NoData,4,NoData,NoData,NoData
2026,1963-10-09 00:00:00,"Near Marseilles, France",Aeronaves de Panama,NoData,"Marseilles, France - Dhah, Saudi Arabia",Douglas C-74,HP-385,13915,Crashed shortly after taking off with a cargo of 30 dairy cows.,6,0,6,6,0,6,0
2027,1963-10-14 11:33:00,"Jamaica, New York",New York Airways,600,Idlewild - Newark,Boeing Vetrol 107 II helicopter,N6673D,3,The helicopter crashed to the ground and burned. Fatigue failure of the drive quill shaft due to contamination of the lubrication system in the aft transmission assembly.,6,3,3,6,3,3,0
2028,1963-10-18 00:00:00,"Near Aswan, Egypt",Military - Soviet Air Force,NoData,NoData,Antonov AN-12,NoData,NoData,Crashed and  burned in a sandstorm while attempting to land at Aswan.,31,NoData,NoData,31,NoData,NoData,0
2029,1963-10-20 00:00:00,"Hayes Island, Russia",Aeroflot,NoData,NoData,Ilyushin IL-14,CCCP-04188,6341301,NoData,5,NoData,NoData,5,NoData,NoData,0
2030,1963-10-22 10:40:00,"Near Tisbury, England",British Aircraft Corporation,NoData,Test flight,BAC One-Eleven 200AB,G-ASHG,4,During a stalling test the aircraft entered a stable stalled condition from which recovery was not possible.,7,0,7,7,0,7,0
2031,1963-11-08 17:59:00,"Mariehamn, Aaland Island, Finland",Finnair,217,Turku - Mariehamn,Douglas DC-3,OH-LCA,9799,The aircraft flew below the safe flying altitude and hit trees on the approach line in fog. Wrong indication of the pilot's altimeter during the instrument approach. Landing carried out in below minimum conditions.,24,21,3,22,19,3,0
2032,1963-11-29 18:33:00,"Ste. Therese de Blainville, Canada",Trans Canada Air Lines,831,Montreal - Toronto,McDonnell Douglas DC-8F-54F,CF-TJN,45654/179,The aircraft crashed about 5 minutes after leaving Dorval Airport in Montreal. Icing of the pitot system or failure of the vertical gyro or an unprogrammed and unnoticed extension of the Pitch Trim Compensator.,118,111,7,118,111,7,0
2033,1963-12-07 19:19:00,"Near Nederland, Colorado",Zantop Air Transport,NoData,Lowery AFB - Ogden Hill AFB,Curtis C-46A-20-CU,N609,26571,"The cargo plane impacted a vertical rock face at 12,500 ft. Pilot in command executed improper in-flight decisions and planning and exercised poor judgment.",3,1,2,3,1,2,0
2034,1963-12-08 20:59:00,"Elkton, Maryland",Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,"The airliner was on a flight from Baltimore to Philadelphia. The aircraft was in a holding pattern along with 5 other planes when the control tower received a Mayday message. The plane was seen going down in flames and crashed 10 miles southwest of New Castle, Delaware. The aircraft was struck by lightning.  Lightning induced ignition of fuel tank vapors. Within two weeks after the accident, the FAA ordered lightning discharge wicks to be installed on all commercial jet airliners. The aircraft was named Clipper Tradewind.",81,73,8,81,73,8,0
2035,1963-12-12 10:15:00,"Gazni, Afghanistan",Trans Mediterranean Airways,NoData,Kawait - Kabul,Douglas C-54A,OD-AEB,10424,"The cargo plane struck a mountain while en route. A wrong estimation of the wind speed and direction resulted in a navigation error which brought the aircraft 42 nm from the approved air route. Possible contributing factors were: lack of weather forecast prior to takeoff, personal worries, fatigue and lack of oxygen, inadequate charts and maps.",3,0,3,3,0,3,0
2036,1963-12-15 00:00:00,"Cairo, Egypt",Misrair,NoData,Cairo - Luxor,Vickers 634 Viking 1B,SU-AFK,213,Crashed shortly after taking off.,6,1,5,6,1,5,0
2037,1963-12-17 23:41:00,"Los Angeles, California",Western Airlines,NoData,NoData,Douglas DC-6B,N93131,45536,The  No 1. and No2. Engine propellers touched the runway after an attempted go-around during landing.  A safe landing was made at Lockheed Air Terminal in Burbank.  Failure of the pilot to maintain a positive rate of climb and the premature retraction of the landing gear during a go-around in the fog.,46,40,6,0,0,0,0
2038,1964-01-09 09:50:00,"Zarate, Argentina",Aerolineas Litoral Argentina,NoData,Rosario - Buenos Aires,Douglas DC-3,LV-FYJ,14713/26158,"The pilot reported a localized fire in the cabin. Soon after, he attempted to land at an airfield close to Zarate.  The aircraft struck the ground with its landing gear, left engine and wing which resulted in a break-up of the plane and subsequent fire. Crew was possibly overcome by fumes from the fire.",30,27,3,28,25,3,0
2039,1964-01-22 23:00:00,"Prescott, Arizona",Commercial Air Taxi,NoData,NoData,Piper PA-23,N2136P,NoData,Crashed to the ground during final approach in snow showers. Improper IFR operation. Weather below minimums. Weather considerably worse than forecast.,2,1,1,2,1,1,0
2040,1964-02-03 08:00:00,"Gainsville, Florida",South Central Airlines,510/3,Gainsville - Jacksonville,Beech D18S,N2999,A-811,"The aircraft made a steep climb to 200 ft., stalled and crashed striking the departure end of Runway 6. Pilot's failure to properly load the aircraft, resulting  in insufficient elevator effectiveness to reverse an unwanted pitching motion.",10,9,1,10,9,1,0
2041,1964-02-03 00:00:00,"Near Ankara, Turkey",Turkish Airlines (THY),NoData,Istanbul - Ankara,Douglas C-47A,TC-ETI,12319,The cargo plane crashed short of the runway while on approach. Improper IFR procedure. Descended below MDA.,3,0,3,3,0,3,0
2042,1964-02-04 00:00:00,"Yacuiba, Bolivia",Lloyd Aéreo Boliviano,NoData,NoData,Douglas DC-3,CP- 568,19024,The aircraft crashed shortly after taking off.,29,26,3,2,NoData,NoData,0
2043,1964-02-08 00:00:00,"Freeport, Bahamas",Private air taxi,-,"Freeport, Grand Bahamas - West Palm Beach, FL",Piper PA-23,N2157P,NoData,Disappeared while en route. Probable cause undetermined.,4,3,1,4,3,1,0
2044,1964-02-15 00:00:00,"Detroit, Michigan",Commercial Air Taxi,NoData,Detroit - Akron,Piper Aero Commander 560E,N3823C,NoData,Disapperared en route. Missing aircraft not recovered. Probable cause undetermined,4,3,1,4,3,1,0
2045,1964-02-18 15:40:00,"Banihal Pass, India",Military - Indian Air Force,NoData,NoData,Ilyushin IL-14,NoData,NoData,Crashed en route.,13,8,5,13,8,5,0
2046,1964-02-21 16:00:00,"Marawi, Philippines",Philippine Air Lines,946,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,PI-C97,14944/2638,Struck trees on a mountain ridge and crashed while attempting to land. Continued flight under VFR into IFR conditions.,32,29,3,31,28,3,0
2047,1964-02-22 04:50:00,"Near Forsyth, Montana",Commercial Air Taxi,NoData,NoData,Beechcraft C35,N1800D,NoData,Airframe failure in flight due to overloading. Pilot continued VFR flight into adverse weather conditions.,2,1,1,2,1,1,0
2048,1964-02-25 02:06:00,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,304,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,N8607,45428/61,"The aircraft crashed into Lake Pontchartrain, 19 miles northeast of New Orleans International Airport, shortly after taking off. Mechanical failure. Uncommanded extension of the pitch trim compensator. Degradation of aircraft stability characteristics in turbulence, because of abnormal longitudinal trim component positions.  Malfunctioning pitch trim compensator.",58,51,7,58,51,7,0
2049,1964-02-27 06:15:00,"Oita, Japan",Fuji Airlines,902,Kagoshima - Oita,Convair CV-240-0,JA5098,053,"Ran past end of runway when landing and ran into a river dike, broke in three and burst into flames. Malfunctioning propeller reverser, excessive speed and insufficient  braking.",42,37,5,20,18,2,0
2050,1964-02-29 14:14:00,"Near Innsbruck, Austria",British Eagle International Airlines,802,London - Innsbruck,Bristol Britannia 312,G-AOVO,13423,"The aircraft crashed into Mt. Glungezer and then slid down a gorge, 10 miles ESE of the airport while in a holding pattern. The pilot descended below the minimum safe altitude in an apparent attempt to penetrate the overcast flying VFR in IFR conditions.",83,75,8,83,75,8,0
2051,1964-03-01 11:29:00,"Near Zephyr Cove, Nevada",Paradise Airlines,901A,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,N86504,2025,"The aircraft crashed into Genoa Peak while attempting to land under VFR conditions after a missed approach and go-around. The captain's decision not to wait until the weather improved or divert to an alternate airport during adverse weather conditions. The pilot's deviation from prescribed VFR flight procedures in attempting a visual landing approach in adverse weather conditions. This resulted in an abandoned approach and geographical disorientation while flying below the minimum altitude prescribed or operations in mountainous areas. The aircraft was named ""City of Los Angeles.""",85,81,4,85,81,4,0
2052,1964-03-04 00:00:00,"Barrackpore, India",Military - Indian Air Force,NoData,NoData,Fairchild C-119,NoData,NoData,"While flying from Barrackpore AFS (near Calcutta) to Bagdogra AFS (near Siliguri), the aircraft crashed into the Hooghly River.",22,17,5,22,17,5,0
2053,1964-03-08 23:56:00,Near Chicago Illinois,Snow Valley Ski Lines,NoData,NoData,Douglas DC-3,N410D,4970,Crashed after executing a missed apporach. Improper operation of powerplant and powerplant controls.,30,28,2,1,0,1,0
2054,1964-03-08 18:45:00,"Bogota, Colombia",Taxi Aereo de Santander,NoData,Pereira - Bogota,Douglas DC-3,HK-862,12374,Crashed during final approach. Evasive maneuver to avoid a mid-air collision with another aircraft caused the pilot to lose control of the aircraft.,28,25,3,28,25,3,0
2055,1964-03-10 08:22:00,"Boston, Massachutes",Slick Airways - Cargo,12,New York - Winsor Locks - Boston,Douglas DC-4,N384,18379,"While on approach, the cargo plane suddenly pitched down and crashed short of the runway. Loss of balancing forces on the horizontal surface of the empennage of the aircraft, due to ice accretion, causing the aircraft to pitch nose down at an altitude too low to effect recovery.",3,0,3,3,0,3,0
2056,1964-03-10 07:00:00,"Grand Isle, Louisana",Commercial Air Taxi,NoData,NoData,Bell 47G,N994B,NoData,The helicopter overshot the landing pad and crashed into the water. Pilot operated carelessly. Improper in-flight decisions and planning.,2,1,1,2,1,1,0
2057,1964-03-12 20:50:00,"Miles City, Montana",Frontier Airlines,32,Billings - Miles City - Glendive - Sidney,Douglas DC-3C,N61442,9642,"Struck a ridge while approaching Miles City in sleet and freezing rain while on a VOR instrument approach. The descent below obstructing terrain, for reasons undetermined, during an instrument approach in adverse weather conditions.",5,2,3,5,2,3,0
2058,1964-03-20 07:20:00,"Near Danbury, North Carolina",Commercial Air Taxi,NoData,NoData,Piper PA-23,N4320P,NoData,The aircraft suffered engine failure in flight and crashed. Carburetor icing. Improper emergency procedures. Alcohol impairment.,3,2,1,3,2,1,0
2059,1964-03-28 06:00:00,North Pacific Ocean,Private - Facilities Management Co.,-,Honolulu - San Francisco,Douglas C-54A-10-DC,N4726V,10315,"Disappeared while en route, 1,120 nm W of San Francisco, after the pilot reported he had a bad fire in the No. 2 engine.",9,6,3,9,6,3,0
2060,1964-03-28 22:39:00,"Mt. Vesuvius, Italy",Alitalia,045,Rome - Napoli,Vickers Viscount 785D,I-LAKE,328,The plane crashed during  final approach. Failure to discontinue visual approach in the absence of minimum visibility conditions required for the type of maneuvers involved. Abnormally wide initiation of down wind leg which brought the aircraft along an unsafe path in relation to the terrain in the area.,45,40,5,45,40,5,0
2061,1964-04-12 00:00:00,"Hargeisa, Somalia",Aden Airways,NoData,NoData,Douglas DC-3,VR-AAM,15530/26975,NoData,15,NoData,NoData,15,NoData,NoData,0
2062,1964-04-17 19:32:00,"Dhahran, Saudi Arabia",Middle East Airlines,444,NoData,Sud Aviation Caravelle 3,OD-AEM,023/21,"Crashed into the sea, 4 nm off shore while on approach to Dhahran Airport.",49,42,7,49,42,7,0
2063,1964-04-17 15:14:00,"Elim, Alaska",Wein Alaska Airlines Inc.,NoData,NoData,Cessna 185,N9984X,NoData,Flew into whiteout conditions and crashed.  ATC did not advise of unsafe weather conditions.,2,1,1,2,1,1,0
2064,1964-05-07 06:49:00,"San Ramon, California",Pacific Air Lines,773,Stockton - San Fransisco,Fairchild F-27A,N2770R,0036,"The aircraft went into a steep dive and crashed 26 miles from it destinatiion of San Francisco Internatiional Airport. The last message which had to be obtained through laboratory analysis was ""Skipper's shot.  We've been shot.  I was trying to help.""  Francisco Gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. Gonzales, 27, a former member of the Philippine yachting team at the 1960 Olympics, had purchased life insurance policies totaling $105,000 prior to the flight.",44,41,3,44,41,3,0
2065,1964-05-08 20:20:00,"Near Lima, Peru",Fuerza Aérea Argentina,NoData,Buenos Aires - Lima,Douglas C-54,T-47,NoData,Crashed into a sand dune while attempting to land at Lima in heavy fog. Improper IFR procedures by the crew.,49,42,7,46,40,6,0
2066,1964-05-08 00:00:00,"Cerro El Gaital, Panama",Military - Argentine Air Force,NoData,NoData,Douglas C-54,TC-46,NoData,NoData,10,0,10,10,0,10,0
2067,1964-05-11 19:20:00,"Papanga, Philippines",Military - U.S. Air Force,NoData,NoData,Boeing C-135B,62-0332,NoData,"While attempting to land at Clark Air Force Base, the aircraft contacted the perimeter fence, 3,500 ft. from the threshold of the runway, causing the plane to clip the tower and crash 300 ft. left of the runway center line.",84,74,10,79,74,5,0
2068,1964-05-20 10:00:00,"Sibuco Point ,Philippines",Philippine Air Lines,NoData,Siocon - Zamboanga,de Havilland Canada DHC-3 Otter,PI-C51,68,NoData,11,10,1,11,10,1,0
2069,1964-05-27 00:00:00,"Itapecerica da Serra, Brazil",VASP,NoData,Training,Douglas C-47-DL (DC-3),PP-SPZ,4649,The plane was being used for training. Witnesses reported the plane exploded in the air  and broke in three parts before reaching the ground. The body of one of the crew was seen being thrown out of the cabin.,3,0,3,3,0,3,0
2070,1964-06-04 21:00:00,"Mason, Texas",Commercial Air Taxi,NoData,NoData,Piper PA-24,N5420P,NoData,Continued VFR flight into IFR conditions. Pilot error. Exercised poor judgement.,3,1,2,3,1,2,0
