|Country code|Country name|Subject code|Subject|Scale|Decimals|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
2983|SLV|El Salvador|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2984|SMR|San Marino|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2985|SOM|Somalia|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
2986|SRB|Serbia|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2987|SSA|Sub-Saharan Africa|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2988|STP|Sao Tome and Principe|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
2989|SUR|Suriname|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2990|SVK|Slovak Republic|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2991|SVN|Slovenia|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2992|SWE|Sweden|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2993|SWZ|Swaziland|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2994|SXM|Sint Maarten (Dutch part)|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2995|SYC|Seychelles|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2996|SYR|Syrian Arab Republic|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2997|TCA|Turks and Caicos Islands|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
2998|TCD|Chad|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
2999|TGO|Togo|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3000|THA|Thailand|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3001|TJK|Tajikistan|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3002|TKM|Turkmenistan|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3003|TMP|Timor-Leste|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3004|TON|Tonga|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3005|TTO|Trinidad and Tobago|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3006|TUN|Tunisia|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3007|TUR|Turkey|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3008|TUV|Tuvalu|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3009|TZA|Tanzania|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3010|UGA|Uganda|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3011|UKR|Ukraine|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3012|UMC|Upper middle income|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3013|URY|Uruguay|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3014|USA|United States|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3015|UZB|Uzbekistan|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3016|VCT|St. Vincent and the Grenadines|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3017|VEN|Venezuela, RB|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3018|VIR|Virgin Islands (U.S.)|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3019|VNM|Vietnam|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3020|VUT|Vanuatu|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3021|WBG|West Bank and Gaza|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3022|WLD|World|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3023|WSM|Samoa|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3024|YEM|Yemen, Rep.|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3025|ZAF|South Africa|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3026|ZAR|Congo, Dem. Rep.|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3027|ZMB|Zambia|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|Yes
3028|ZWE|Zimbabwe|EN.CLC.NAPA|NAPA submission|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3029|ABW|Aruba|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3030|ADO|Andorra|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3031|AFG|Afghanistan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3032|AGO|Angola|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3033|ALB|Albania|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/23/2009 (2nd)
3034|ARE|United Arab Emirates|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/7/2010 (2nd)
3035|ARG|Argentina|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/7/2008 (2nd)
3036|ARM|Armenia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|9/7/2010 (2nd)
3037|ASM|American Samoa|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3038|ATG|Antigua and Barbuda|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|9/10/2001 (1st)
3039|AUS|Australia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/12/2010 (5th)
3040|AUT|Austria|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/16/2010 (5th)
3041|AZE|Azerbaijan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/7/2011 (2nd)
3042|BDI|Burundi|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/28/2010 (2nd)
3043|BEL|Belgium|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/10/2010 (5th)
3044|BEN|Benin|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/21/2002 (1st)
3045|BFA|Burkina Faso|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/16/2002 (1st)
3046|BGD|Bangladesh|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/12/2002 (1st)
3047|BGR|Bulgaria|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/12/2010 (5th)
3048|BHR|Bahrain|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/20/2005 (1st)
3049|BHS|Bahamas, The|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/5/2001 (1st)
3050|BIH|Bosnia and Herzegovina|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/26/2010 (1st)
3051|BLR|Belarus|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/3/2010 (5th)
3052|BLZ|Belize|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|9/16/2002 (1st)
3053|BMU|Bermuda|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3054|BOL|Bolivia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/2/2009 (2nd)
3055|BRA|Brazil|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/30/2010 (2nd)
3056|BRB|Barbados|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/30/2001 (1st)
3057|BRN|Brunei Darussalam|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3058|BTN|Bhutan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/13/2000 (1st)
3059|BWA|Botswana|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/22/2001 (1st)
3060|CAF|Central African Republic|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/10/2003 (1st)
3061|CAN|Canada|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/3/2010 (5th)
3062|CHE|Switzerland|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/14/2009 (5th)
3063|CHI|Channel Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3064|CHL|Chile|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/8/2000 (1st)
3065|CHN|China|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/10/2004 (1st)
3066|CIV|Cote d'Ivoire|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/26/2010 (2nd)
3067|CMR|Cameroon|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/31/2005 (1st)
3068|COG|Congo, Rep.|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/27/2009 (2nd)
3069|COK|Cook Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/30/1999 (1st)
3070|COL|Colombia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/7/2010 (2nd)
3071|COM|Comoros|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/5/2003 (1st)
3072|CPV|Cape Verde|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/13/2000 (1st)
3073|CRI|Costa Rica|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/7/2009 (2nd)
3074|CUB|Cuba|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|9/28/2001 (1st)
3075|CUW|Curacao|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3076|CYM|Cayman Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3077|CYP|Cyprus|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3078|CZE|Czech Republic|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/30/2009 (5th)
3079|DEU|Germany|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/11/2010 (5th)
3080|DJI|Djibouti|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/2/2002 (1st)
3081|DMA|Dominica|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/4/2001 (1st)
3082|DNK|Denmark|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/11/2010 (5th)
3083|DOM|Dominican Republic|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/17/2009 (2nd)
3084|DZA|Algeria|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/25/2010 (2nd)
3085|EAP|East Asia & Pacific|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3086|ECA|Europe & Central Asia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
