,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags in thousands,Small Bags in thousands,Large Bags,XLarge Bags,year,region,Tipo_conventional,Tipo_organic
1021,2015-05-10,1.06,195532,16899,127193,5271,46.16854,23.578290000000003,22228.41,361.84,2015,Indianapolis,1,0
1022,2015-05-03,1.13,178889,18025,113204,7488,40.171150000000004,21.55951,17453.1,1158.54,2015,Indianapolis,1,0
1023,2015-04-26,1.24,158499,12319,88398,16641,41.14109,23.19265,14397.12,3551.32,2015,Indianapolis,1,0
1024,2015-04-19,1.08,179103,12091,106308,10136,50.565870000000004,35.77837,13533.9,1253.6,2015,Indianapolis,1,0
1025,2015-04-12,1.15,146422,13496,86722,2457,43.74575,33.14347,10414.35,187.93,2015,Indianapolis,1,0
1026,2015-04-05,1.17,151260,12623,95213,2843,40.57911,33.761919999999996,6720.88,96.31,2015,Indianapolis,1,0
1027,2015-03-29,1.09,161288,5382,97691,8095,50.11875,37.46578,11727.21,925.76,2015,Indianapolis,1,0
1028,2015-03-22,1.11,160557,3961,102319,15542,38.73504,19.72151,16305.28,2708.25,2015,Indianapolis,1,0
1029,2015-03-15,1.21,140487,4942,88080,5551,41.91369,24.14096,16954.05,818.68,2015,Indianapolis,1,0
1030,2015-03-08,1.07,160438,6082,97697,10846,45.81182,27.9374,15551.62,2322.8,2015,Indianapolis,1,0
1031,2015-03-01,1.13,169556,4876,110740,14372,39.56714,22.401709999999998,14728.68,2436.75,2015,Indianapolis,1,0
1032,2015-02-22,1.34,127501,4269,80442,5161,37.62692,22.828919999999997,13884.93,913.07,2015,Indianapolis,1,0
1033,2015-02-15,1.3,121767,5833,75495,4664,35.77497,22.442700000000002,12428.29,903.98,2015,Indianapolis,1,0
1034,2015-02-08,0.98,158792,7650,109166,8455,33.51902,18.96855,12562.27,1988.2,2015,Indianapolis,1,0
1035,2015-02-01,0.92,245352,7245,181784,14761,41.56114,20.66959,18130.75,2760.8,2015,Indianapolis,1,0
1036,2015-01-25,1.06,149473,3642,108152,724,36.95433,21.96356,14952.61,38.16,2015,Indianapolis,1,0
1037,2015-01-18,1.14,149319,2910,103890,2048,40.469370000000005,22.40547,17913.92,149.98,2015,Indianapolis,1,0
1038,2015-01-11,1.25,138617,3024,100509,1771,33.310480000000005,18.46687,14765.56,78.05,2015,Indianapolis,1,0
1039,2015-01-04,1.02,160130,4007,118435,1201,36.48545,20.32541,16160.04,0.0,2015,Indianapolis,1,0
1040,2015-12-27,0.99,132982,91470,7688,514,33.30889,15.30085,18008.04,0.0,2015,Jacksonville,1,0
1041,2015-12-20,1.19,95935,63053,6544,241,26.09727,16.15143,9940.6,5.24,2015,Jacksonville,1,0
1042,2015-12-13,0.96,140036,100533,8913,199,30.390009999999997,11.31269,19064.31,13.01,2015,Jacksonville,1,0
1043,2015-12-06,1.19,93337,65041,7716,703,19.87609,8.77031,11105.78,0.0,2015,Jacksonville,1,0
1044,2015-11-29,0.96,121236,85341,7840,266,27.787689999999998,7.63825,20149.44,0.0,2015,Jacksonville,1,0
1045,2015-11-22,0.98,115300,77130,8054,301,29.81406,10.73871,19075.35,0.0,2015,Jacksonville,1,0
1046,2015-11-15,1.25,90999,57764,7319,998,24.9158,12.49887,12406.71,10.22,2015,Jacksonville,1,0
1047,2015-11-08,1.25,94495,62219,7707,411,24.15708,12.761190000000001,11395.89,0.0,2015,Jacksonville,1,0
1048,2015-11-01,0.97,162559,110439,11892,995,39.23286,14.37948,24853.38,0.0,2015,Jacksonville,1,0
1049,2015-10-25,1.22,98097,61125,8956,796,27.21886,19.33998,7878.88,0.0,2015,Jacksonville,1,0
1050,2015-10-18,1.25,92599,57713,9666,834,24.3857,14.116280000000001,10269.42,0.0,2015,Jacksonville,1,0
1051,2015-10-11,0.99,141875,93556,12101,1201,35.01595,14.261059999999999,20754.89,0.0,2015,Jacksonville,1,0
1052,2015-10-04,0.99,153146,102479,13922,537,36.20689,14.92509,21281.8,0.0,2015,Jacksonville,1,0
1053,2015-09-27,1.27,92325,52301,14641,1047,24.33481,14.58826,9746.55,0.0,2015,Jacksonville,1,0
1054,2015-09-20,0.99,157688,97864,21665,447,37.71023,17.060740000000003,20649.49,0.0,2015,Jacksonville,1,0
1055,2015-09-13,1.24,102870,55192,19471,461,27.74516,18.4306,9314.56,0.0,2015,Jacksonville,1,0
1056,2015-09-06,0.98,179837,109912,23440,1561,44.9235,20.60955,24313.95,0.0,2015,Jacksonville,1,0
1057,2015-08-30,1.26,116109,64015,19572,657,31.863889999999998,20.46051,11403.38,0.0,2015,Jacksonville,1,0
1058,2015-08-23,1.25,111825,60641,19269,731,31.18263,20.58804,10594.59,0.0,2015,Jacksonville,1,0
1059,2015-08-16,1.25,107523,60507,16156,697,30.162419999999997,19.61987,10514.58,27.97,2015,Jacksonville,1,0
1060,2015-08-09,0.99,188720,121358,22750,668,43.94261,21.55641,22386.2,0.0,2015,Jacksonville,1,0
1061,2015-08-02,1.24,112332,63302,19717,759,28.55299,19.13505,9417.94,0.0,2015,Jacksonville,1,0
1062,2015-07-26,1.25,112997,69032,19637,619,23.70889,18.5225,5186.39,0.0,2015,Jacksonville,1,0
1063,2015-07-19,1.0,173741,111744,24068,647,37.2804,17.7185,19561.9,0.0,2015,Jacksonville,1,0
1064,2015-07-12,1.22,110964,62590,18465,584,29.32453,19.28935,10035.18,0.0,2015,Jacksonville,1,0
1065,2015-07-05,0.95,211960,132207,27446,1193,51.11307,31.922009999999997,19191.06,0.0,2015,Jacksonville,1,0
1066,2015-06-28,1.16,135739,78066,19522,866,37.28357,29.90331,7380.26,0.0,2015,Jacksonville,1,0
1067,2015-06-21,0.95,192111,118742,23814,1147,48.40722,26.218220000000002,22189.0,0.0,2015,Jacksonville,1,0
1068,2015-06-14,1.2,129526,72175,13979,2356,41.01429,30.96884,10045.45,0.0,2015,Jacksonville,1,0
1069,2015-06-07,0.98,190396,132109,13656,710,43.92022,24.33856,19581.66,0.0,2015,Jacksonville,1,0
1070,2015-05-31,1.24,128105,86553,7980,615,32.95606,22.61748,10338.58,0.0,2015,Jacksonville,1,0
1071,2015-05-24,1.0,195410,139484,13258,1049,41.618379999999995,20.782400000000003,20835.98,0.0,2015,Jacksonville,1,0
1072,2015-05-17,1.22,120930,81751,8351,524,30.30284,19.947770000000002,10355.07,0.0,2015,Jacksonville,1,0
1073,2015-05-10,1.24,125605,85005,8543,625,31.43084,22.03843,9392.41,0.0,2015,Jacksonville,1,0
1074,2015-05-03,0.96,254514,185046,16450,1347,51.66925,25.08883,26430.42,150.0,2015,Jacksonville,1,0
1075,2015-04-26,1.21,127939,87231,9218,595,30.89361,21.79868,9094.93,0.0,2015,Jacksonville,1,0
1076,2015-04-19,1.17,124795,81015,8893,650,34.237010000000005,24.494310000000002,9742.7,0.0,2015,Jacksonville,1,0
1077,2015-04-12,0.99,180970,132039,13392,645,34.89341,17.50421,17389.2,0.0,2015,Jacksonville,1,0
1078,2015-04-05,1.1,146744,105691,11012,848,29.19242,16.686169999999997,12506.25,0.0,2015,Jacksonville,1,0
1079,2015-03-29,1.2,109050,74529,8432,861,25.22614,17.58362,7642.52,0.0,2015,Jacksonville,1,0
1080,2015-03-22,0.96,185570,136390,13642,613,34.923300000000005,19.58138,15341.92,0.0,2015,Jacksonville,1,0
1081,2015-03-15,1.27,110128,76237,8987,999,23.90332,17.130380000000002,6772.94,0.0,2015,Jacksonville,1,0
1082,2015-03-08,1.24,112487,77300,8997,745,25.44364,19.54959,5894.05,0.0,2015,Jacksonville,1,0
1083,2015-03-01,1.01,167254,121358,13685,570,31.63973,17.059549999999998,14580.18,0.0,2015,Jacksonville,1,0
1084,2015-02-22,1.1,121048,79840,10684,1447,29.07627,21.77329,7302.98,0.0,2015,Jacksonville,1,0
1085,2015-02-15,1.24,105176,70695,9457,595,24.427509999999998,15.3544,9073.11,0.0,2015,Jacksonville,1,0
1086,2015-02-08,1.21,91840,62181,9886,375,19.39724,11.016440000000001,8380.8,0.0,2015,Jacksonville,1,0
1087,2015-02-01,0.92,237910,171139,22525,1299,42.94586,20.81649,22129.37,0.0,2015,Jacksonville,1,0
1088,2015-01-25,1.2,109940,66985,14505,523,27.925939999999997,16.75347,11172.47,0.0,2015,Jacksonville,1,0
1089,2015-01-18,1.27,99496,57479,16442,513,25.060560000000002,14.684190000000001,10376.37,0.0,2015,Jacksonville,1,0
1090,2015-01-11,1.2,99757,57635,17025,529,24.56654,14.8627,9703.84,0.0,2015,Jacksonville,1,0
1091,2015-01-04,0.97,153506,105203,19147,468,28.68657,13.65315,15033.42,0.0,2015,Jacksonville,1,0
1092,2015-12-27,0.83,292707,135799,93317,4977,58.6121,34.67597,23936.13,0.0,2015,LasVegas,1,0
1093,2015-12-20,0.96,232294,96355,77086,4749,54.10394,34.99296,19110.98,0.0,2015,LasVegas,1,0
1094,2015-12-13,0.95,216119,101042,68490,4942,41.643519999999995,33.834129999999995,7809.39,0.0,2015,LasVegas,1,0
1095,2015-12-06,0.89,244024,94777,107758,10794,30.69405,30.201259999999998,492.79,0.0,2015,LasVegas,1,0
1096,2015-11-29,0.95,205476,88653,81160,5227,30.43514,29.475240000000003,959.9,0.0,2015,LasVegas,1,0
1097,2015-11-22,0.98,215985,87241,91574,3926,33.24161,31.653959999999998,1587.65,0.0,2015,LasVegas,1,0
1098,2015-11-15,0.95,247795,100856,106817,4614,35.50727,33.636410000000005,1870.86,0.0,2015,LasVegas,1,0
1099,2015-11-08,0.92,237248,119810,74648,5456,37.333349999999996,36.57368,759.67,0.0,2015,LasVegas,1,0
1100,2015-11-01,0.99,230414,87202,94900,12912,35.39862,34.27725,1121.37,0.0,2015,LasVegas,1,0
1101,2015-10-25,0.98,245167,79873,115618,14217,35.458529999999996,33.68423000000001,1774.3,0.0,2015,LasVegas,1,0
1102,2015-10-18,0.91,279364,108979,126743,4681,38.96002,37.274269999999994,1685.75,0.0,2015,LasVegas,1,0
1103,2015-10-11,0.94,268709,62866,155590,13357,36.894510000000004,33.90357,2990.94,0.0,2015,LasVegas,1,0
1104,2015-10-04,0.97,269072,69916,154943,5551,38.659620000000004,30.93187,7727.75,0.0,2015,LasVegas,1,0
1105,2015-09-27,0.97,272925,63209,170341,4057,35.31704,31.03722,4279.82,0.0,2015,LasVegas,1,0
1106,2015-09-20,0.97,284247,70945,163822,5225,44.25415,35.941120000000005,8313.03,0.0,2015,LasVegas,1,0
1107,2015-09-13,0.88,346994,82171,179103,11064,74.65589,31.70325,42952.64,0.0,2015,LasVegas,1,0
1108,2015-09-06,1.02,311124,123361,128141,7149,52.47192,38.69225,13779.67,0.0,2015,LasVegas,1,0
1109,2015-08-30,1.09,284309,114660,124423,6958,38.26654,37.51856,747.98,0.0,2015,LasVegas,1,0
1110,2015-08-23,1.06,261084,131414,84541,4561,40.566089999999996,38.54174,2024.35,0.0,2015,LasVegas,1,0
1111,2015-08-16,0.96,314774,110442,136169,7799,60.363910000000004,48.12704,12236.87,0.0,2015,LasVegas,1,0
1112,2015-08-09,0.96,353118,117882,163299,8925,63.01039,41.69782,21312.57,0.0,2015,LasVegas,1,0
1113,2015-08-02,1.09,272441,137413,79606,6250,49.16944,38.91495,10254.49,0.0,2015,LasVegas,1,0
1114,2015-07-26,1.06,272267,137702,75823,8654,50.08595,41.51445,8571.5,0.0,2015,LasVegas,1,0
1115,2015-07-19,1.03,269642,131325,78566,5011,54.73847,44.13402,10604.45,0.0,2015,LasVegas,1,0
1116,2015-07-12,1.02,277827,136319,83225,5024,53.25863,41.82244,11436.19,0.0,2015,LasVegas,1,0
1117,2015-07-05,1.05,332735,147937,100709,6281,77.80686,63.54012,14266.74,0.0,2015,LasVegas,1,0
1118,2015-06-28,1.01,293408,138921,86492,4334,63.660059999999994,52.65146,11008.6,0.0,2015,LasVegas,1,0
1119,2015-06-21,0.9,338638,128876,126683,4219,78.85933,58.69506,20164.27,0.0,2015,LasVegas,1,0
1120,2015-06-14,0.88,389599,145932,161219,3768,78.67844000000001,45.7474,32931.04,0.0,2015,LasVegas,1,0
1121,2015-06-07,1.02,335693,146782,112611,5234,71.06539,47.20935,23856.04,0.0,2015,LasVegas,1,0
1122,2015-05-31,1.03,285741,134269,84841,8253,58.376599999999996,41.38511,16991.49,0.0,2015,LasVegas,1,0
1123,2015-05-24,0.98,293059,152869,83857,4566,51.766980000000004,40.84999,10916.99,0.0,2015,LasVegas,1,0
1124,2015-05-17,0.95,279843,144311,84178,3609,47.743430000000004,34.33721,13406.22,0.0,2015,LasVegas,1,0
1125,2015-05-10,0.98,325085,148053,117101,4266,55.66397,36.50134,19162.63,0.0,2015,LasVegas,1,0
1126,2015-05-03,0.94,406840,146068,188533,6101,66.13741,37.77536,28362.05,0.0,2015,LasVegas,1,0
1127,2015-04-26,0.88,334718,133307,132942,5032,63.43641,39.25019,24170.94,15.28,2015,LasVegas,1,0
1128,2015-04-19,0.82,336520,206745,66506,7618,55.650510000000004,34.41309,21237.42,0.0,2015,LasVegas,1,0
1129,2015-04-12,0.76,369817,245368,69484,4229,50.73451,32.10477,18629.74,0.0,2015,LasVegas,1,0
1130,2015-04-05,0.81,360356,226614,76597,6194,50.94957,38.773410000000005,12176.16,0.0,2015,LasVegas,1,0
1131,2015-03-29,0.84,354048,194240,104621,7463,47.72332,39.098870000000005,8624.45,0.0,2015,LasVegas,1,0
1132,2015-03-22,0.9,311228,151597,115109,5684,38.83817,38.18721,650.96,0.0,2015,LasVegas,1,0
1133,2015-03-15,1.07,261650,112120,108345,5897,35.286919999999995,34.915510000000005,371.41,0.0,2015,LasVegas,1,0
1134,2015-03-08,1.01,291046,114868,132275,5339,38.56347,38.26399,299.48,0.0,2015,LasVegas,1,0
1135,2015-03-01,1.05,293036,92829,151163,12440,36.60227,35.745050000000006,857.22,0.0,2015,LasVegas,1,0
1136,2015-02-22,1.16,242732,98669,103066,4731,36.26513,36.11287,152.26,0.0,2015,LasVegas,1,0
1137,2015-02-15,1.12,255465,101363,111729,3869,38.503260000000004,38.19657,306.69,0.0,2015,LasVegas,1,0
1138,2015-02-08,1.01,318770,108258,162192,4610,43.70868,42.74396,964.72,0.0,2015,LasVegas,1,0
1139,2015-02-01,0.94,370223,144461,185057,4255,36.44901,35.20521,1243.8,0.0,2015,LasVegas,1,0
1140,2015-01-25,1.06,249509,114584,98937,3874,32.113369999999996,31.83366,279.71,0.0,2015,LasVegas,1,0
1141,2015-01-18,1.06,233186,100191,94930,4887,33.17555,32.897589999999994,277.96,0.0,2015,LasVegas,1,0
1142,2015-01-11,0.93,274481,126092,101653,9591,37.14436,36.87444,269.92,0.0,2015,LasVegas,1,0
1143,2015-01-04,0.8,317861,134003,120628,4591,58.63868,58.12658999999999,512.09,0.0,2015,LasVegas,1,0
1144,2015-12-27,0.8,2326942,976982,455203,86202,808.55403,722.78761,74359.03,11407.39,2015,LosAngeles,1,0
1145,2015-12-20,0.85,2149872,870581,396515,96111,786.6637900000001,681.33222,94921.87,10409.7,2015,LosAngeles,1,0
1146,2015-12-13,0.74,2690296,1072331,456120,67975,1093.8690100000001,962.7848100000001,123270.26,7813.94,2015,LosAngeles,1,0
1147,2015-12-06,0.66,3048290,1204232,682692,64728,1096.63779,997.84583,92324.72,6467.24,2015,LosAngeles,1,0
1148,2015-11-29,0.83,2156008,833468,501667,70943,749.92973,681.43537,61342.99,7151.37,2015,LosAngeles,1,0
1149,2015-11-22,0.81,2268076,886079,558302,75963,747.73078,676.32588,64489.99,6914.91,2015,LosAngeles,1,0
1150,2015-11-15,0.74,2828361,1281378,661936,70734,814.31228,763.32282,44152.29,6837.17,2015,LosAngeles,1,0
1151,2015-11-08,0.84,2621078,1314856,702841,75385,527.99486,492.71356,29335.02,5946.28,2015,LosAngeles,1,0
1152,2015-11-01,0.89,2617806,1232603,914725,74252,396.22549,378.04856,13371.54,4805.39,2015,LosAngeles,1,0
1153,2015-10-25,0.95,2327634,974251,925306,78774,349.30231,341.73129,3774.75,3796.27,2015,LosAngeles,1,0
1154,2015-10-18,0.89,2661345,1045819,1169758,78303,367.46421999999995,358.99874,6303.21,2162.27,2015,LosAngeles,1,0
1155,2015-10-11,0.92,2591981,1014382,1205553,74862,297.18303000000003,280.84188,13203.35,3137.8,2015,LosAngeles,1,0
1156,2015-10-04,0.98,2278629,798046,1120569,86683,273.32998,251.92468,17899.44,3505.86,2015,LosAngeles,1,0
1157,2015-09-27,0.9,2674658,1004429,1305809,81864,282.5545,268.10431,9642.69,4807.5,2015,LosAngeles,1,0
1158,2015-09-20,0.99,2392448,1024117,947562,118706,302.0632,284.79157,12275.43,4996.2,2015,LosAngeles,1,0
1159,2015-09-13,0.98,2549512,1076046,1079298,97210,296.95726,226.95687,64067.31,5933.08,2015,LosAngeles,1,0
1160,2015-09-06,0.92,2983163,1809743,738938,90624,343.85696,312.76393,26701.71,4391.32,2015,LosAngeles,1,0
1161,2015-08-30,0.9,3037663,2084250,503077,86574,363.76125,357.38732,3503.63,2870.3,2015,LosAngeles,1,0
1162,2015-08-23,1.03,2604991,1687625,538010,92245,287.10944,279.70021999999994,3994.61,3414.61,2015,LosAngeles,1,0
1163,2015-08-16,0.93,2943218,2040657,516718,79890,305.95221000000004,301.83112,760.09,3361.0,2015,LosAngeles,1,0
1164,2015-08-09,0.94,3371114,2176899,813280,69168,311.76528,304.88246999999996,4251.42,2631.39,2015,LosAngeles,1,0
1165,2015-08-02,1.0,2742211,1883744,503247,58532,296.68712,291.52401000000003,2991.1,2172.01,2015,LosAngeles,1,0
1166,2015-07-26,0.95,2893887,2052103,440413,79478,321.89195,316.32288,2936.81,2632.26,2015,LosAngeles,1,0
1167,2015-07-19,1.02,2614726,1801294,417289,89206,306.93534000000005,290.89018,13264.37,2780.79,2015,LosAngeles,1,0
1168,2015-07-12,1.03,2652480,1707544,548712,83398,312.8255,298.56877000000003,11398.26,2858.47,2015,LosAngeles,1,0
1169,2015-07-05,0.96,3435374,2373501,564583,99097,398.19301,377.66389000000004,17234.66,3294.46,2015,LosAngeles,1,0
1170,2015-06-28,0.94,2921148,2073077,419199,75759,353.11296999999996,336.53782,13953.67,2621.48,2015,LosAngeles,1,0
1171,2015-06-21,0.91,3040023,2133616,473295,79616,353.49488,334.56023,15484.32,3450.33,2015,LosAngeles,1,0
1172,2015-06-14,0.79,3689140,2747257,497878,69556,374.44836,357.01213,14619.41,2816.82,2015,LosAngeles,1,0
1173,2015-06-07,0.84,3261844,2356669,447751,71705,385.7176,367.62751000000003,14651.88,3438.21,2015,LosAngeles,1,0
1174,2015-05-31,0.85,3196936,2355022,455405,76580,309.9282,292.42313,14480.99,3024.08,2015,LosAngeles,1,0
1175,2015-05-24,0.97,2853904,2013195,465604,73414,301.69001000000003,283.66209000000003,14885.79,3142.13,2015,LosAngeles,1,0
1176,2015-05-17,0.98,2557700,1817736,390302,54789,294.87218,280.9164,11067.18,2888.6,2015,LosAngeles,1,0
1177,2015-05-10,0.78,3553642,2743972,390901,60232,358.53596000000005,345.07329,10675.7,2786.97,2015,LosAngeles,1,0
1178,2015-05-03,0.78,4015563,2914047,670161,61569,369.7847,356.36042,11566.37,1857.91,2015,LosAngeles,1,0
1179,2015-04-26,1.02,2355703,1567937,427885,62487,297.39339,280.32162,15427.14,1644.63,2015,LosAngeles,1,0
1180,2015-04-19,0.93,2901188,2029025,487491,58423,326.24783,279.35595,45364.01,1527.87,2015,LosAngeles,1,0
1181,2015-04-12,0.93,2799667,1818859,579426,64716,336.66565,284.38304999999997,50472.61,1809.99,2015,LosAngeles,1,0
1182,2015-04-05,1.01,2603114,1753452,490701,73965,284.99525,245.99859,36929.22,2067.44,2015,LosAngeles,1,0
1183,2015-03-29,1.0,2566690,1672623,535932,69022,289.11144,250.80163000000002,36844.97,1464.84,2015,LosAngeles,1,0
1184,2015-03-22,1.01,2466735,1423482,679696,68607,294.94819,275.79737,17691.29,1459.53,2015,LosAngeles,1,0
1185,2015-03-15,0.94,2690257,1841764,445562,70872,332.05796999999995,313.89803,16220.47,1939.47,2015,LosAngeles,1,0
1186,2015-03-08,0.86,2797745,2005781,400644,62567,328.75215999999995,311.4976,15650.13,1604.43,2015,LosAngeles,1,0
1187,2015-03-01,0.75,3094278,2145439,592196,61863,294.77967,269.52459999999996,23570.43,1684.64,2015,LosAngeles,1,0
1188,2015-02-22,0.83,2954705,2050402,505580,61573,337.14923,309.85006,25218.02,2081.15,2015,LosAngeles,1,0
1189,2015-02-15,0.83,2926435,2146773,408395,62511,308.75491,271.59641,35034.18,2124.32,2015,LosAngeles,1,0
1190,2015-02-08,0.9,2641032,1673425,582236,58216,327.15433,280.56062,44327.49,2266.22,2015,LosAngeles,1,0
1191,2015-02-01,0.74,4031949,2770656,854673,64439,342.17983000000004,308.75464,31108.07,2317.12,2015,LosAngeles,1,0
1192,2015-01-25,0.96,2329987,1518406,456562,60922,294.09595,255.27965,36398.19,2418.11,2015,LosAngeles,1,0
1193,2015-01-18,0.89,2800679,1925013,526106,59364,290.19516,260.85796,26671.18,2666.02,2015,LosAngeles,1,0
1194,2015-01-11,0.85,2713699,1786326,617233,58892,251.24665,222.97168,25111.74,3163.23,2015,LosAngeles,1,0
1195,2015-01-04,0.85,2682159,1837999,524430,64225,255.50404999999998,215.5718,36981.72,2950.53,2015,LosAngeles,1,0
1196,2015-12-27,1.04,61654,1377,37760,3204,19.31309,11.2898,7288.66,734.63,2015,Louisville,1,0
1197,2015-12-20,1.05,56443,1703,30942,2554,21.2426,11.29059,9360.13,591.88,2015,Louisville,1,0
1198,2015-12-13,0.91,76543,1830,47375,1613,25.72407,11.71837,13677.35,328.35,2015,Louisville,1,0
1199,2015-12-06,0.83,103277,2186,65644,4604,30.842119999999998,10.61903,19216.17,1006.92,2015,Louisville,1,0
1200,2015-11-29,0.97,58667,1290,34019,2342,21.01503,10.740290000000002,9710.74,564.0,2015,Louisville,1,0
1201,2015-11-22,1.01,60971,1319,33164,3367,23.12013,12.08222,10219.32,818.59,2015,Louisville,1,0
1202,2015-11-15,1.04,58816,1374,33868,1787,21.78527,12.910540000000001,8473.25,401.48,2015,Louisville,1,0
1203,2015-11-08,0.93,86929,2052,52494,6709,25.67362,10.81781,12978.02,1877.79,2015,Louisville,1,0
1204,2015-11-01,0.89,103768,3443,60544,5446,34.33465,11.07008,21945.2,1319.37,2015,Louisville,1,0
1205,2015-10-25,1.06,64602,2031,36450,4127,21.99298,11.226360000000001,9879.33,887.29,2015,Louisville,1,0
1206,2015-10-18,1.03,74092,1772,46436,2941,22.94267,12.34711,10100.74,494.82,2015,Louisville,1,0
1207,2015-10-11,1.03,74536,2060,44941,4873,22.66126,11.83673,10132.33,692.2,2015,Louisville,1,0
1208,2015-10-04,1.11,63157,1596,39700,4198,17.66121,10.60798,6299.47,753.76,2015,Louisville,1,0
1209,2015-09-27,1.18,60980,1456,40352,4205,14.966610000000001,8.79715,5225.48,943.98,2015,Louisville,1,0
1210,2015-09-20,1.05,71064,1645,40184,7294,21.939919999999997,9.08499,10942.97,1911.96,2015,Louisville,1,0
1211,2015-09-13,0.98,85919,1730,56765,5424,22.000259999999997,9.468950000000001,11295.37,1235.94,2015,Louisville,1,0
1212,2015-09-06,0.98,98154,2188,65116,3287,27.56189,10.64823,16180.34,733.32,2015,Louisville,1,0
1213,2015-08-30,1.13,70164,4909,40377,5962,18.915740000000003,10.81615,6584.54,1515.05,2015,Louisville,1,0
1214,2015-08-23,1.15,65333,2607,39932,1974,20.81882,10.96834,9442.4,408.08,2015,Louisville,1,0
1215,2015-08-16,1.09,78926,5051,45325,7750,20.79947,11.076,7718.56,2004.91,2015,Louisville,1,0
1216,2015-08-09,1.08,83592,3152,52753,4025,23.6614,12.11464,10835.71,711.05,2015,Louisville,1,0
1217,2015-08-02,0.93,91136,2141,59505,3666,25.82262,11.522639999999999,13604.5,695.48,2015,Louisville,1,0
1218,2015-07-26,0.88,99545,1965,64026,2057,31.4957,13.129209999999999,17841.09,525.4,2015,Louisville,1,0
1219,2015-07-19,1.08,77503,5812,44739,4934,22.01598,13.72117,7346.56,948.25,2015,Louisville,1,0
1220,2015-07-12,1.13,72693,2051,43381,1678,25.58167,13.95077,11355.84,275.06,2015,Louisville,1,0
1221,2015-07-05,1.15,81748,1948,49319,3205,27.27478,16.46065,10376.77,437.36,2015,Louisville,1,0
1222,2015-06-28,1.15,69230,2289,41216,1060,24.664279999999998,15.24778,9197.48,219.02,2015,Louisville,1,0
1223,2015-06-21,1.17,78272,3338,44777,6132,24.02354,15.66916,7104.77,1249.61,2015,Louisville,1,0
1224,2015-06-14,1.07,82364,2241,50907,3570,25.64425,15.80353,9422.58,418.14,2015,Louisville,1,0
1225,2015-06-07,1.01,98865,8145,62401,4540,23.778299999999998,12.423770000000001,10432.41,922.12,2015,Louisville,1,0
1226,2015-05-31,1.0,92345,7195,58910,1622,24.61659,11.60793,12647.23,361.43,2015,Louisville,1,0
1227,2015-05-24,1.05,79567,2581,55999,1616,19.369880000000002,10.35852,8634.83,376.53,2015,Louisville,1,0
1228,2015-05-17,1.2,73537,2114,48390,4737,18.29466,8.98307,8235.74,1075.85,2015,Louisville,1,0
1229,2015-05-10,1.1,85446,2278,60221,606,22.33991,9.53388,12740.14,65.89,2015,Louisville,1,0
1230,2015-05-03,1.03,95550,2031,66286,2641,24.59055,8.76152,15348.83,480.2,2015,Louisville,1,0
1231,2015-04-26,1.21,65742,2070,42192,2780,18.699450000000002,9.81243,8286.28,600.74,2015,Louisville,1,0
1232,2015-04-19,1.01,95959,2113,62591,5341,25.91253,19.57282,5205.38,1134.33,2015,Louisville,1,0
1233,2015-04-12,0.97,88236,2761,61733,340,23.39945,19.99004,3351.93,57.48,2015,Louisville,1,0
1234,2015-04-05,1.08,75626,1833,49893,565,23.33416,15.90395,7424.19,6.02,2015,Louisville,1,0
1235,2015-03-29,1.0,93802,2639,64264,1117,25.78136,22.49891,3113.19,169.26,2015,Louisville,1,0
1236,2015-03-22,0.99,95101,2464,62778,7475,22.38321,7.99282,12576.61,1813.78,2015,Louisville,1,0
1237,2015-03-15,1.21,56870,2010,36582,1294,16.98309,9.90676,6777.06,299.27,2015,Louisville,1,0
1238,2015-03-08,1.18,62728,2777,38415,1615,19.92107,11.94424,7667.38,309.45,2015,Louisville,1,0
1239,2015-03-01,1.02,78626,1553,53158,6909,17.005209999999998,7.53707,7839.58,1628.56,2015,Louisville,1,0
1240,2015-02-22,1.01,107443,3122,77315,1217,25.7877,9.78994,15762.59,235.17,2015,Louisville,1,0
1241,2015-02-15,1.13,80537,3843,50486,1394,24.81408,11.567450000000001,12926.67,319.96,2015,Louisville,1,0
1242,2015-02-08,1.0,87054,6359,59424,1307,19.96284,10.21007,9464.13,288.64,2015,Louisville,1,0
1243,2015-02-01,0.9,125504,5378,83854,5155,31.11686,8.618049999999998,21296.75,1202.06,2015,Louisville,1,0
1244,2015-01-25,1.02,86635,2283,63038,234,21.07953,8.87565,12189.0,14.88,2015,Louisville,1,0
1245,2015-01-18,1.06,85580,2250,63826,426,19.0765,10.22866,8804.67,43.17,2015,Louisville,1,0
1246,2015-01-11,1.05,75129,2299,53313,237,19.278,7.96488,11299.66,13.46,2015,Louisville,1,0
1247,2015-01-04,0.92,101162,1991,75090,283,23.797310000000003,7.76936,16027.95,0.0,2015,Louisville,1,0
1248,2015-12-27,0.99,545064,387953,44652,54,112.40473,53.60613,58798.6,0.0,2015,MiamiFtLauderdale,1,0
1249,2015-12-20,1.21,350533,238269,32386,92,79.78564999999999,50.13845,29624.11,23.09,2015,MiamiFtLauderdale,1,0
1250,2015-12-13,0.97,529317,387065,49363,85,92.80285,38.46354,54339.31,0.0,2015,MiamiFtLauderdale,1,0
